"nome","marca","referencia","categoria","subcategoria","genero","faixa_etaria","tipo_produto","preco","preco_pix","tamanhos_disponiveis","cores_disponiveis","descricao","link","imagem_url","em_estoque","em_liquidacao"
"Sandalia Papete Baby Grendene Baby 22303 Disney Minnie","Grendene Kids","2564251-bs803rosaclaro","Baby Menina","Papetes","Unissex Baby","Baby","Sandália","59.99","56.99","17/18 | 19 | 20/21 | 22 | 23/24 | 25 | 26/27","bs803 rosa claro","Proteção Os primeiros passos exigem cuidado redobrado. O modelo possui biqueira fechada com aberturas estratégicas que protegem os dedinhos contra impactos, oferecendo mais segurança sem comprometer a ventilação. Ideal para as pequenas explorarem o mundo com confiança. Ajuste Seguro A tira traseira com fechamento aderente mantém o calçado firme no pé, evitando que escorregue durante as brincadeiras. Isso significa mais estabilidade ao caminhar e muito mais confiança para os pais que querem se...","https://www.chinelarialeilaneneves.com.br/sandalia-papete-baby-grendene-kids-22303-disney-mi-bs803-rosa-claro","https://chinelarialeilaneneves.cdn.magazord.com.br/img/2026/02/produto/14216/01-sandalia-papete-baby-grendene-kids-22303-disney-mi-sandalia-papete-baby-grendene-kids-22303-disney-mi-bs803-rosa-claro-17-18.png?ims=290x290","true","false"
"Sandalia Papete Baby Grendene Kids 22303 Disney","Grendene Kids","2549649-rosamediouni","Baby Menina","Papetes","Unissex Baby","Baby","Sandália","59.99","56.99","17/18 | 19 | 20/21 | 22 | 23/24 | 25 | 26/27","rosa medio uni","Delicadeza, conforto e um toque de magia para os primeiros passos.","https://www.chinelarialeilaneneves.com.br/sandalia-papete-baby-grendene-kids-22303-disney-rosa-medio-uni","https://chinelarialeilaneneves.cdn.magazord.com.br/img/2026/02/produto/14208/01-sandalia-papete-baby-grendene-kids-22303-disney-sandalia-papete-baby-grendene-kids-22303-disney-rosa-medio-uni-26-27.png?ims=290x290","true","false"
"Sandalia Zaxynina 19287 Sweety","Zaxynina","2551501-rosamedioazul","Baby Menina","Sandálias","Unissex Baby","Baby","Sandália","52.99","50.34","17/18 | 19 | 20 | 21 | 22 | 23/24 | 25 | 26/27","bt395 rosa dalia | nude claro/ rosa | rosa medio/ azul","Estilo: A Sandália Papete Zaxy Ininina Sweety Baby possui um design delicado e encantador, com cores suaves e modernas que combinam facilmente com qualquer look infantil. Um modelo versátil, ideal para passeios, momentos especiais e para o dia a dia das bebês. Fecho em velcro: O fecho em velcro ajustável facilita o calce e garante um encaixe firme nos pezinhos, oferecendo praticidade para os pais e mais segurança para a criança durante o uso. Conforto e segurança: Confeccionada em PVC macio e...","https://www.chinelarialeilaneneves.com.br/sandalia-papete-zaxy-ininina-19287-sweety-baby-rosa-medio-azul","https://chinelarialeilaneneves.cdn.magazord.com.br/img/2026/01/produto/13072/04-sandalia-zaxynina-19287-sweety-sandalia-zaxynina-19287-sweety-rosa-medio-azul-17-18.png?ims=290x290","true","false"
"Sandalia Zaxynina 19287 Sweety","Zaxynina","2551501-bt395rosadalia","Baby Menina","Sandálias","Unissex Baby","Baby","Sandália","52.99","50.34","17/18 | 19 | 20 | 21 | 22 | 23/24 | 25 | 26/27","bt395 rosa dalia | nude claro/ rosa | rosa medio/ azul","Estilo: A Sandália Papete Zaxy Ininina Sweety Baby possui um design delicado e encantador, com cores suaves e modernas que combinam facilmente com qualquer look infantil. Um modelo versátil, ideal para passeios, momentos especiais e para o dia a dia das bebês. Fecho em velcro: O fecho em velcro ajustável facilita o calce e garante um encaixe firme nos pezinhos, oferecendo praticidade para os pais e mais segurança para a criança durante o uso. Conforto e segurança: Confeccionada em PVC macio e...","https://www.chinelarialeilaneneves.com.br/sandalia-papete-zaxy-ininina-19287-sweety-baby-rosa-dalia","https://chinelarialeilaneneves.cdn.magazord.com.br/img/2026/01/produto/13075/07-sandalia-zaxynina-19287-sweety-sandalia-zaxynina-19287-sweety-rosa-medio-azul-17-18.png?ims=290x290","true","false"
"Sandalia Zaxynina 19287 Sweety","Zaxynina","2551501-nudeclarorosa","Baby Menina","Sandálias","Unissex Baby","Baby","Sandália","52.99","50.34","17/18 | 19 | 20 | 21 | 22 | 23/24 | 25 | 26/27","bt395 rosa dalia | nude claro/ rosa | rosa medio/ azul","Estilo: A Sandália Papete Zaxy Ininina Sweety Baby possui um design delicado e encantador, com cores suaves e modernas que combinam facilmente com qualquer look infantil. Um modelo versátil, ideal para passeios, momentos especiais e para o dia a dia das bebês. Fecho em velcro: O fecho em velcro ajustável facilita o calce e garante um encaixe firme nos pezinhos, oferecendo praticidade para os pais e mais segurança para a criança durante o uso. Conforto e segurança: Confeccionada em PVC macio e...","https://www.chinelarialeilaneneves.com.br/sandalia-papete-zaxy-ininina-19287-sweety-baby-nude-claro-rosa","https://chinelarialeilaneneves.cdn.magazord.com.br/img/2026/01/produto/13071/03-sandalia-zaxynina-19287-sweety-sandalia-zaxynina-19287-sweety-rosa-medio-azul-17-18.png?ims=290x290","true","false"
"Sandália Baby Led Grendene Kids 23407 Patrulha Canina Rosa","Grendene Kids","2547919-bt447rosa","Baby Menina","Sandálias","Unissex Baby","Baby","Sandália","99.90","94.91","17/18 | 19 | 20/21 | 22 | 23/24 | 25 | 26/27","bt447 rosa","Conforto e Segurança Conta com palmilha macia, estampada e antiderrapante, oferecendo mais estabilidade ao caminhar. O solado em PVC é leve e flexível, ajudando no desenvolvimento natural dos movimentos do bebê. Luz de LED que Encanta O grande destaque do modelo é o LED integrado no solado, que acende ao pisar. Além de divertido, torna o calçado ainda mais atrativo para a criança, incentivando o uso e deixando o visual moderno e encantador. Praticidade no Dia a Dia Possui fechamento em tira c...","https://www.chinelarialeilaneneves.com.br/sandalia-led-grendene-kids-23407-patrulha-canin-bt447-rosa","https://chinelarialeilaneneves.cdn.magazord.com.br/img/2026/01/produto/12714/01-sandalia-baby-led-grendene-kids-23407-patrulha-canina-rosa.png?ims=290x290","true","false"
"Sandália Ipanema 26988 Solar Mais Tiras","Ipanema","2377243-AO752BEGETPGLITTER","Baby Menina","Sandálias","Unissex Baby","Baby","Sandália","34.99","33.24","17/18 | 19 | 20/21 | 22 | 23/24 | 25","AO752 BEGE TP GLITTER","Conforto Desenvolvida com palmilha macia e material flexível, a Sandália Ipanema 26988 garante conforto durante todo o dia, permitindo que as crianças brinquem e se movimentem livremente sem desconforto. Segurança O solado antiderrapante proporciona maior aderência ao solo, reduzindo o risco de escorregões e quedas, essencial para a segurança das crianças em diferentes superfícies. Funcional Com tiras delicadas e acabamento em glitter, a sandália combina estilo e praticidade. O modelo de enca...","https://www.chinelarialeilaneneves.com.br/sandalia-ipanema-26988-solar-mais-ao752-bege-tp-glitter","https://chinelarialeilaneneves.cdn.magazord.com.br/img/2025/05/produto/7157/01-sandalia-ipanema-26988-solar-mais-tiras.png?ims=290x290","true","false"
"Sandália Ipanema 27203 Go Style / Onça","Ipanema","2362707-27203BEGEVIDROROSA","Baby Menina","Sandálias","Unissex Baby","Baby","Sandália","36.99","35.14","17/18 | 19 | 20/21 | 22 | 23/24 | 25","27203 BEGE/VIDRO/ROSA","Estampa de onça A sandália aposta na clássica estampa animal print em versão de onça para dar um toque ousado e atual. O padrão é destaque e combina com looks neutros ou coloridos, permitindo que o calçado se torne o protagonista da produção. Estrutura leve e flexível Produzida em PVC de alta qualidade, a sandália oferece uma experiência confortável durante todo o dia. A leveza do material somada à flexibilidade das tiras proporciona liberdade de movimento e conforto a cada passo. Fechamento ...","https://www.chinelarialeilaneneves.com.br/sandalia-ipanema-27203-go-style-27203-bege-vidro-rosa","https://chinelarialeilaneneves.cdn.magazord.com.br/img/2025/04/produto/4589/01-sandalia-ipanema-27203-go-style-onca.png?ims=290x290","true","false"
"Sandália Klin 171.199 Velcro Tic Casual Multicolor","Klin","2377387-4093AZULROSACANDY","Baby Menina","Sandálias","Unissex Baby","Baby","Sandália","99.90","94.91","20 | 21 | 22 | 23 | 24 | 25 | 26 | 27","4093 AZUL/ROSACANDY","Conforto A estrutura anatômica desta sandália foi pensada especialmente para acompanhar os primeiros passos com leveza e firmeza. A palmilha acolchoada oferece um toque macio, enquanto o interior sem costuras evita atritos e desconfortos. Cores suaves Combinando tons de azul e rosa candy, o visual dessa sandália se destaca pela doçura e delicadeza. Os recortes modernos e acabamento cuidadoso tornam o modelo ideal para compor looks divertidos e coloridos para qualquer ocasião. Praticidade O fe...","https://www.chinelarialeilaneneves.com.br/sandalia-klin-171-199-tic-casual-4093-azul-rosacandy","https://chinelarialeilaneneves.cdn.magazord.com.br/img/2025/05/produto/7301/01-sandalia-klin-171-199-tic-casual.png?ims=290x290","true","false"
"Sandália Klin 177.079 Suami Mini Laço Dourado","Klin","2377389-5495DOURADO","Baby Menina","Sandálias","Unissex Baby","Baby","Sandália","124.99","118.74","20 | 21 | 22 | 23 | 24 | 25 | 26 | 27","5495 DOURADO","Estilo O laço frontal confere um toque de brilho e elegância, tornando a sandália perfeita para eventos e momentos especiais. Conforto Com palmilha anatômica e materiais leves, proporciona bem-estar aos pés das pequenas desde o primeiro uso. Fecho Seguro O fechamento em fivela metálica garante um ajuste firme e estável, com segurança extra para acompanhar cada passo com tranquilidade. Perguntas Frequentes Essa sandália é confortável para meninas pequenas? Sim, a palmilha anatômica e o materia...","https://www.chinelarialeilaneneves.com.br/sandalia-klin-177-079-suami-mini-5495-dourado","https://chinelarialeilaneneves.cdn.magazord.com.br/img/2025/05/produto/7307/01-sandalia-klin-177-079-suami-mini-laco-dourado.png?ims=290x290","true","false"
"Sandália Klin 177.088 Suami Flor Brilho","Klin","2377960-4824WHITEPEROLIZADO","Baby Menina","Sandálias","Unissex Baby","Baby","Sandália","124.99","118.74","20 | 21 | 22 | 23 | 24 | 25 | 26 | 27","4824 WHITE/PEROLIZADO","Palmilha anatômica Desenvolvida para oferecer o suporte ideal aos pezinhos em formação, a palmilha anatômica ajuda a distribuir melhor a pressão da pisada, tornando o uso mais confortável mesmo por longos períodos. Solado seguro O solado em TR é levemente flexível e possui boa aderência ao chão, o que dá mais firmeza para as pequenas que estão aprendendo a andar ou já começaram a explorar o mundo com mais autonomia. Visual encantador O grande destaque fica por conta da aplicação floral com br...","https://www.chinelarialeilaneneves.com.br/sandalia-klin-177-088-suami-flor-4824-white-perolizado","https://chinelarialeilaneneves.cdn.magazord.com.br/img/2025/05/produto/7325/01-sandalia-klin-177-088-suami-flor-brilho.png?ims=290x290","true","false"
"Sandália Klin 515.223 Cake Flor","Klin","2378714-8532ROSACLARO","Baby Menina","Sandálias","Unissex Baby","Baby","Sandália","109.90","104.41","15 | 16 | 17 | 18 | 19 | 20","8532 ROSA/CLARO","Visual Encantador A flor aplicada no cabedal chama atenção de forma suave, oferecendo um charme infantil que combina com diversos looks. O tom rosa claro reforça a proposta delicada e faz dessa sandália uma escolha adorável para complementar o visual da criança com leveza e elegância. Conforto e Proteção Projetada pensando no bem-estar dos pés infantis, a sandália conta com palmilha anatômica que se adapta ao formato natural do pé, proporcionando maior conforto durante todo o uso. O solado em...","https://www.chinelarialeilaneneves.com.br/sandalia-klin-515-223-cake-san-8532-rosa-claro","https://chinelarialeilaneneves.cdn.magazord.com.br/img/2025/05/produto/7536/01-sandalia-klin-515-223-cake-flor.png?ims=290x290","true","false"
"Sandália Molekinha 2114.267 Np Cairo Baby","Molekinha","2366767-91436BABYPINKNEON1051","Baby Menina","Sandálias","Unissex Baby","Baby","Sandália","99.90","94.91","17 | 18 | 19 | 20 | 21 | 22 | 23 | 24 | 25 | 26","91436 BABY PINK NEON 1051","Laço em destaque O laço frontal duplo, com efeito vinil em rosa vibrante, traz um visual único e criativo. Além de adicionar charme, valoriza o design com camadas que se sobressaem ao brilho da base. Conforto desde o calcanhar O suporte acolchoado na parte traseira protege e acomoda bem o pezinho. Esse reforço ajuda a evitar atrito e dá mais estabilidade ao caminhar. Fecho com ajuste A tira com fivela lateral em tom dourado permite regular o encaixe no tornozelo com praticidade, garantindo fi...","https://www.chinelarialeilaneneves.com.br/sandalia-molekinha-2114-267-np-cairo-baby-91436-baby-pink-neon-1051","https://chinelarialeilaneneves.cdn.magazord.com.br/img/2025/04/produto/5760/01-sandalia-molekinha-2114-267-np-cairo-baby.png?ims=290x290","true","false"
"Sandália Molekinha 271.421 Turim Baby","Molekinha","2366765-2926BRANCO","Baby Menina","Sandálias","Unissex Baby","Baby","Sandália","89.90","85.41","17 | 18 | 19 | 20 | 21 | 22 | 23 | 24 | 25 | 26","0015 ROSA/CLA | 2926 BRANCO","Laço fixo no peito do pé O destaque fica por conta do laço estruturado aplicado no peito do pé, que valoriza o visual sem exageros. Com acabamento suave, ele adiciona charme de forma equilibrada, sendo fixo para garantir firmeza e durabilidade no uso diário. Suporte com fivela ajustável A sandália possui fecho com fivela metálica no tornozelo, que permite o ajuste ideal para o pezinho da criança. Além disso, conta com apoio no calcanhar levemente acolchoado, que dá mais segurança ao caminhar ...","https://www.chinelarialeilaneneves.com.br/sandalia-molekinha-271-421-turim-baby-2926-branco","https://chinelarialeilaneneves.cdn.magazord.com.br/img/2025/04/produto/5902/01-sandalia-molekinha-271-421-turim-baby.png?ims=290x290","true","false"
"Sandália Molekinha 2714.419 Metalizado","Molekinha","2366766-2714.419OUROROSADO","Baby Menina","Sandálias","Unissex Baby","Baby","Sandália","89.90","85.41","17 | 18 | 19 | 20 | 21 | 22 | 23 | 24 | 25 | 26","2714.419 OURO ROSADO","Laço estruturado O destaque da sandália fica por conta do laço grande com brilho metalizado e acabamento estruturado. No centro, uma pequena joia rosa adiciona um toque de brilho que chama atenção sem exagero, tornando o visual ainda mais encantador. Fecho seguro com fivela O fechamento em fivela ajustável facilita o calce e garante firmeza nos pezinhos, com suporte ideal para caminhar com tranquilidade. A estrutura traseira reforçada oferece ainda mais estabilidade para o dia a dia. Conforto...","https://www.chinelarialeilaneneves.com.br/sandalia-molekinha-2714-419-metalizado-2714-419-ouro-rosado","https://chinelarialeilaneneves.cdn.magazord.com.br/img/2025/04/produto/5870/01-sandalia-molekinha-2714-419-metalizado.png?ims=290x290","true","false"
"Sandália Molekinha 2724.123 Napa Turim","Molekinha","2394890-91008pretoblakdiamond","Baby Menina","Sandálias","Unissex Baby","Baby","Sandália","89.90","85.41","17 | 18 | 19 | 20 | 21 | 22 | 23 | 24 | 25 | 26","91008 preto/blak diamond | 95834 rosa/cristal","Conforto A Sandália Molekinha 2724.123 é perfeita para garantir conforto nos pés das pequenas, mesmo durante o uso prolongado. Sua palmilha macia e o solado leve proporcionam um caminhar agradável e seguro. As tiras bem posicionadas oferecem um bom ajuste ao pé, sem apertar ou causar desconforto. Detalhes O toque especial da sandália fica por conta do detalhe em strass nas tiras, que adiciona brilho e sofisticação ao calçado. É um acabamento delicado que transforma o visual da sandália, deixa...","https://www.chinelarialeilaneneves.com.br/sandalia-papete-molekinha-2724-123-napa-turim-91008-preto-blak-diamond","https://chinelarialeilaneneves.cdn.magazord.com.br/img/2025/06/produto/9648/01-sandalia-molekinha-2724-123-napa-turim.png?ims=290x290","true","false"
"Sandália Molekinha 2724.123 Napa Turim","Molekinha","2394890-95834rosacristal","Baby Menina","Sandálias","Unissex Baby","Baby","Sandália","89.90","85.41","17 | 18 | 19 | 20 | 21 | 22 | 23 | 24 | 25 | 26","91008 preto/blak diamond | 95834 rosa/cristal","Conforto A Sandália Molekinha 2724.123 é perfeita para garantir conforto nos pés das pequenas, mesmo durante o uso prolongado. Sua palmilha macia e o solado leve proporcionam um caminhar agradável e seguro. As tiras bem posicionadas oferecem um bom ajuste ao pé, sem apertar ou causar desconforto. Detalhes O toque especial da sandália fica por conta do detalhe em strass nas tiras, que adiciona brilho e sofisticação ao calçado. É um acabamento delicado que transforma o visual da sandália, deixa...","https://www.chinelarialeilaneneves.com.br/sandalia-papete-molekinha-2724-123-napa-turim-95834-rosa-cristal","https://chinelarialeilaneneves.cdn.magazord.com.br/img/2025/06/produto/9652/05-sandalia-molekinha-2724-123-napa-turim.png?ims=290x290","true","false"
